epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,10333.8,0.65904,0.50512,1.19845,0.73279,0.71038,0.76249,0.5616,1.14326,0.67792,1.78136,0.002674,0.002674,0.002674
187,10386.4,0.66197,0.51879,1.20029,0.72799,0.71836,0.7632,0.56202,1.14355,0.67713,1.78131,0.0026344,0.0026344,0.0026344
188,10439,0.65169,0.51011,1.19061,0.75529,0.69131,0.76345,0.56251,1.14378,0.67775,1.78171,0.0025948,0.0025948,0.0025948
189,10491.4,0.64959,0.50734,1.18784,0.73169,0.71779,0.76573,0.56343,1.1451,0.67952,1.78455,0.0025552,0.0025552,0.0025552
190,10544.2,0.64741,0.50592,1.1849,0.7332,0.71862,0.76624,0.56426,1.14692,0.68361,1.78823,0.0025156,0.0025156,0.0025156
191,10596.8,0.6471,0.50871,1.18883,0.7307,0.71957,0.76583,0.56404,1.148,0.68649,1.79239,0.002476,0.002476,0.002476
192,10649.6,0.64111,0.49707,1.18332,0.73357,0.7184,0.76582,0.56504,1.15321,0.68169,1.80171,0.0024364,0.0024364,0.0024364
193,10702.6,0.64377,0.50131,1.18611,0.73557,0.72012,0.76799,0.56301,1.15451,0.68011,1.80513,0.0023968,0.0023968,0.0023968
194,10755.1,0.63759,0.49421,1.18719,0.73278,0.72301,0.76845,0.56415,1.15435,0.68033,1.80645,0.0023572,0.0023572,0.0023572
195,10807.9,0.63446,0.48276,1.18282,0.73026,0.72313,0.76875,0.56588,1.15309,0.68893,1.80198,0.0023176,0.0023176,0.0023176
196,10860.6,0.633,0.49519,1.18302,0.7302,0.72296,0.76888,0.56541,1.15291,0.68809,1.80304,0.002278,0.002278,0.002278
197,10913.8,0.63668,0.49397,1.18242,0.73011,0.72818,0.76999,0.56535,1.1552,0.69021,1.80742,0.0022384,0.0022384,0.0022384
198,10966.3,0.63721,0.49703,1.18231,0.73137,0.7206,0.76903,0.56581,1.15472,0.68953,1.80706,0.0021988,0.0021988,0.0021988
199,11019.1,0.62705,0.49064,1.17656,0.73846,0.72675,0.77049,0.56538,1.15313,0.68897,1.80486,0.0021592,0.0021592,0.0021592
200,11071.7,0.62775,0.48864,1.17572,0.73828,0.72661,0.7708,0.56521,1.15402,0.68814,1.80576,0.0021196,0.0021196,0.0021196
201,11124.3,0.63966,0.49553,1.18356,0.73872,0.72696,0.77093,0.5654,1.15316,0.68734,1.80403,0.00208,0.00208,0.00208
202,11177.6,0.62813,0.48431,1.17477,0.74178,0.72642,0.77038,0.56512,1.1557,0.68134,1.80936,0.0020404,0.0020404,0.0020404
203,11229.9,0.62538,0.48291,1.17219,0.74417,0.72614,0.77006,0.56374,1.15464,0.68071,1.80747,0.0020008,0.0020008,0.0020008
204,11282.9,0.62009,0.47619,1.16779,0.74362,0.72515,0.77038,0.56354,1.14902,0.68454,1.79878,0.0019612,0.0019612,0.0019612
205,11335.6,0.62549,0.47689,1.17016,0.74346,0.72496,0.77023,0.56383,1.14856,0.68222,1.79777,0.0019216,0.0019216,0.0019216
206,11388.5,0.62947,0.48537,1.17018,0.74235,0.72244,0.77055,0.56473,1.14948,0.68345,1.79953,0.001882,0.001882,0.001882
207,11440.9,0.61549,0.47915,1.16741,0.74567,0.72378,0.7719,0.5646,1.15508,0.6775,1.80808,0.0018424,0.0018424,0.0018424
208,11493.5,0.61899,0.47991,1.16888,0.73631,0.71459,0.76897,0.56509,1.1488,0.68319,1.79882,0.0018028,0.0018028,0.0018028
209,11546.3,0.61696,0.47508,1.16589,0.73654,0.71595,0.76883,0.56518,1.14837,0.68215,1.79871,0.0017632,0.0017632,0.0017632
210,11598.8,0.61544,0.47416,1.16615,0.73414,0.71337,0.76634,0.56581,1.14903,0.68214,1.79977,0.0017236,0.0017236,0.0017236
211,11651.7,0.6146,0.47206,1.1668,0.76425,0.68759,0.76658,0.56492,1.14857,0.68166,1.7993,0.001684,0.001684,0.001684
212,11705.2,0.60675,0.475,1.16016,0.76409,0.68742,0.76639,0.5658,1.14904,0.68196,1.80051,0.0016444,0.0016444,0.0016444
213,11757.9,0.61628,0.47133,1.16513,0.76995,0.68245,0.76657,0.56607,1.15479,0.67997,1.81207,0.0016048,0.0016048,0.0016048
214,11810.5,0.59412,0.45604,1.1551,0.76849,0.68293,0.76634,0.56679,1.15607,0.6812,1.8152,0.0015652,0.0015652,0.0015652
215,11863.1,0.60472,0.46366,1.15828,0.76654,0.68318,0.76577,0.56586,1.15713,0.68075,1.81679,0.0015256,0.0015256,0.0015256
216,11915.8,0.60847,0.47016,1.16492,0.76636,0.68323,0.76536,0.56613,1.15785,0.68007,1.81851,0.001486,0.001486,0.001486
217,11968.1,0.60793,0.46235,1.16194,0.76643,0.68349,0.76587,0.56692,1.15815,0.67935,1.81981,0.0014464,0.0014464,0.0014464
218,12021.1,0.60836,0.45911,1.16148,0.7677,0.68392,0.76624,0.56705,1.15863,0.67958,1.8208,0.0014068,0.0014068,0.0014068
219,12073.5,0.59834,0.45367,1.15633,0.76952,0.68524,0.76765,0.56639,1.15924,0.68009,1.82177,0.0013672,0.0013672,0.0013672
220,12126.6,0.59904,0.46078,1.15144,0.76626,0.68516,0.76802,0.56661,1.16482,0.67495,1.83157,0.0013276,0.0013276,0.0013276
221,12179.4,0.60389,0.46202,1.16193,0.72466,0.72102,0.76787,0.56556,1.16475,0.67591,1.83098,0.001288,0.001288,0.001288
222,12232.4,0.5894,0.45129,1.14729,0.72467,0.7209,0.76774,0.56486,1.16533,0.67601,1.83216,0.0012484,0.0012484,0.0012484
223,12285.1,0.59505,0.45793,1.15108,0.72441,0.72086,0.76737,0.5644,1.16609,0.67618,1.83397,0.0012088,0.0012088,0.0012088
224,12337.7,0.58926,0.45105,1.14209,0.76518,0.6846,0.76687,0.56536,1.16606,0.67753,1.83411,0.0011692,0.0011692,0.0011692
225,12390.6,0.58475,0.45446,1.14799,0.76349,0.6848,0.76646,0.56409,1.16667,0.67763,1.83505,0.0011296,0.0011296,0.0011296
226,12443.2,0.5884,0.44993,1.14836,0.76271,0.685,0.76651,0.56487,1.16064,0.68246,1.82558,0.00109,0.00109,0.00109
227,12495.9,0.58696,0.44929,1.15011,0.76294,0.68478,0.76663,0.56563,1.16093,0.68383,1.82677,0.0010504,0.0010504,0.0010504
228,12548.6,0.58069,0.44154,1.14253,0.76136,0.68665,0.76656,0.56545,1.16793,0.68447,1.83891,0.0010108,0.0010108,0.0010108
229,12601.5,0.58365,0.44382,1.14325,0.76197,0.68878,0.76672,0.56606,1.16839,0.68668,1.84104,0.0009712,0.0009712,0.0009712
230,12654.3,0.58661,0.44704,1.1486,0.76559,0.68452,0.76656,0.56583,1.16849,0.68797,1.84166,0.0009316,0.0009316,0.0009316
231,12706.7,0.57663,0.43895,1.13922,0.76467,0.68529,0.76642,0.56608,1.16881,0.68832,1.84253,0.000892,0.000892,0.000892
232,12759.8,0.56997,0.42956,1.13395,0.7684,0.68308,0.76624,0.56506,1.16909,0.68946,1.84396,0.0008524,0.0008524,0.0008524
233,12812.2,0.57739,0.43698,1.14153,0.76587,0.6852,0.76528,0.56494,1.16918,0.69012,1.84448,0.0008128,0.0008128,0.0008128
234,12865.3,0.57372,0.43528,1.13767,0.7654,0.68528,0.76517,0.56516,1.17039,0.69171,1.84648,0.0007732,0.0007732,0.0007732
235,12917.9,0.57012,0.43965,1.13657,0.76573,0.68669,0.76492,0.56452,1.16745,0.69844,1.83721,0.0007336,0.0007336,0.0007336
236,12970.7,0.57335,0.43746,1.13731,0.76611,0.68754,0.76464,0.5646,1.16746,0.69985,1.83745,0.000694,0.000694,0.000694
237,13023.5,0.56562,0.42971,1.13019,0.76586,0.68739,0.76482,0.56477,1.16765,0.70013,1.83835,0.0006544,0.0006544,0.0006544
238,13076.4,0.57243,0.43853,1.13596,0.76649,0.68867,0.7657,0.56529,1.16847,0.70004,1.84048,0.0006148,0.0006148,0.0006148
239,13129.5,0.56611,0.42719,1.13416,0.76802,0.68812,0.76535,0.56543,1.16873,0.70153,1.84192,0.0005752,0.0005752,0.0005752
240,13182.3,0.5632,0.43103,1.13046,0.76775,0.68694,0.76504,0.56532,1.16939,0.7007,1.84335,0.0005356,0.0005356,0.0005356
241,13262,0.48686,0.27887,1.12624,0.76723,0.68538,0.76369,0.56546,1.17131,0.70201,1.84605,0.000496,0.000496,0.000496
242,13313.8,0.46415,0.25736,1.10917,0.76771,0.68414,0.76359,0.56527,1.17198,0.70377,1.84829,0.0004564,0.0004564,0.0004564
243,13365.9,0.44829,0.24788,1.09914,0.76835,0.68502,0.76366,0.56598,1.17258,0.70544,1.85048,0.0004168,0.0004168,0.0004168
244,13417.7,0.44186,0.24235,1.08597,0.73681,0.7142,0.76715,0.56598,1.1783,0.69995,1.86578,0.0003772,0.0003772,0.0003772
245,13469.7,0.4411,0.23925,1.08556,0.73824,0.71541,0.7683,0.56636,1.17819,0.70111,1.86687,0.0003376,0.0003376,0.0003376
246,13521.8,0.4394,0.23969,1.08264,0.76943,0.68537,0.7623,0.5646,1.17915,0.70204,1.86967,0.000298,0.000298,0.000298
247,13573.9,0.43297,0.23806,1.08391,0.76829,0.68537,0.76226,0.56492,1.17978,0.70356,1.87168,0.0002584,0.0002584,0.0002584
248,13625.9,0.43162,0.23837,1.08012,0.76744,0.68501,0.76429,0.56576,1.18072,0.7044,1.87423,0.0002188,0.0002188,0.0002188
249,13677.7,0.4259,0.23634,1.07564,0.76868,0.68313,0.76396,0.56544,1.1803,0.70477,1.87404,0.0001792,0.0001792,0.0001792
250,13729.8,0.42669,0.23399,1.0742,0.7693,0.68415,0.76409,0.56498,1.18091,0.70615,1.87636,0.0001396,0.0001396,0.0001396
